text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,text_transformed,merged_lexicon
try,"Masekhet: 71001, Page: 003, Side: 1, Line: 01, Word: 0",n02,,,,,תרי,n02
tn)y,"Masekhet: 71001, Page: 003, Side: 1, Line: 01, Word: 1",noun pl. emphatic,,,,,תנאי,noun pl. emphatic
)lyb),"Masekhet: 71001, Page: 003, Side: 1, Line: 01, Word: 2",p01,,,,,אליבא,p01
dr',"Masekhet: 71001, Page: 003, Side: 1, Line: 01, Word: 3",p,,,,,דר',p
m)yr;,"Masekhet: 71001, Page: 003, Side: 1, Line: 01, Word: 4",No data,,,,,מאיר;,No data
try,"Masekhet: 71001, Page: 003, Side: 1, Line: 04, Word: 0",n02,,,,,תרי,n02
tn)y,"Masekhet: 71001, Page: 003, Side: 1, Line: 04, Word: 1",noun pl. emphatic,,,,,תנאי,noun pl. emphatic
)lyb),"Masekhet: 71001, Page: 003, Side: 1, Line: 04, Word: 2",p01,,,,,אליבא,p01
dr',"Masekhet: 71001, Page: 003, Side: 1, Line: 04, Word: 3",p,,,,,דר',p
)ly(zr,"Masekhet: 71001, Page: 003, Side: 1, Line: 04, Word: 4",No data,,,,,אליעזר,No data
"""l(wlM""","Masekhet: 71001, Page: 003, Side: 1, Line: 08, Word: 0",No data,,,,,לעולם,No data
qsbr,"Masekhet: 71001, Page: 003, Side: 1, Line: 08, Word: 1",verb G,,,,,קסבר,verb G
"""$lw$","Masekhet: 71001, Page: 003, Side: 1, Line: 08, Word: 2",No data,,,,,שלוש,No data
m$mrwt,"Masekhet: 71001, Page: 003, Side: 1, Line: 08, Word: 3",No data,,,,,משמרות,No data
hwy,"Masekhet: 71001, Page: 003, Side: 1, Line: 08, Word: 4",No data,,,,,הוי,No data
"lylh""","Masekhet: 71001, Page: 003, Side: 1, Line: 08, Word: 5",No data,,,,,לילה,No data
wh),"Masekhet: 71001, Page: 003, Side: 1, Line: 08, Word: 6",c,I,,,,והא,c | I
qm'l;,"Masekhet: 71001, Page: 003, Side: 1, Line: 09, Word: 0",verb C,,,,,קמ'ל;,verb C
dky hyky,"Masekhet: 71001, Page: 003, Side: 1, Line: 09, Word: 1",c,c,,,,דכי היכי,c | c
d)yk),"Masekhet: 71001, Page: 003, Side: 1, Line: 09, Word: 2",c,a,,,,דאיכא,c | a
"""m$mrwt""","Masekhet: 71001, Page: 003, Side: 1, Line: 09, Word: 3",No data,,,,,משמרות,No data
brqy();,"Masekhet: 71001, Page: 003, Side: 1, Line: 09, Word: 4",p02,noun sg. emphatic,,,,ברקיעא;,p02 | noun sg. emphatic
hky,"Masekhet: 71001, Page: 003, Side: 1, Line: 09, Word: 5",X,,,,,הכי,X
nmy,"Masekhet: 71001, Page: 003, Side: 1, Line: 09, Word: 6",a,,,,,נמי,a
)yk),"Masekhet: 71001, Page: 003, Side: 1, Line: 09, Word: 7",a,,,,,איכא,a
"""m$mrwt""","Masekhet: 71001, Page: 003, Side: 1, Line: 09, Word: 8",No data,,,,,משמרות,No data
b)r(';,"Masekhet: 71001, Page: 003, Side: 1, Line: 10, Word: 0",p02,noun sg. emphatic,,,,בארע';,p02 | noun sg. emphatic
m)y,"Masekhet: 71001, Page: 003, Side: 1, Line: 16, Word: 0",P01,,,,,מאי,P01
q),"Masekhet: 71001, Page: 003, Side: 1, Line: 16, Word: 1",a,,,,,קא,a
x$yb,"Masekhet: 71001, Page: 003, Side: 1, Line: 16, Word: 2",verb G,,,,,חשיב,verb G
r',"Masekhet: 71001, Page: 003, Side: 1, Line: 16, Word: 3",No data,,,,,ר',No data
)ly(zr;,"Masekhet: 71001, Page: 003, Side: 1, Line: 17, Word: 0",No data,,,,,אליעזר;,No data
)y,"Masekhet: 71001, Page: 003, Side: 1, Line: 17, Word: 1",c,,,,,אי,c
"""txylt","Masekhet: 71001, Page: 003, Side: 1, Line: 17, Word: 2",No data,,,,,תחילת,No data
"m$mrt""","Masekhet: 71001, Page: 003, Side: 1, Line: 17, Word: 3",No data,,,,,משמרת,No data
q),"Masekhet: 71001, Page: 003, Side: 1, Line: 17, Word: 4",a,,,,,קא,a
x$yb;,"Masekhet: 71001, Page: 003, Side: 1, Line: 17, Word: 5",verb G,,,,,חשיב;,verb G
"""^txlt^","Masekhet: 71001, Page: 003, Side: 1, Line: 17, Word: 6",No data,,,,,תחלת,No data
"r)$wnh""","Masekhet: 71001, Page: 003, Side: 1, Line: 17, Word: 7",No data,,,,,ראשונה,No data
symn),"Masekhet: 71001, Page: 003, Side: 1, Line: 18, Word: 0",noun sg. emphatic,,,,,סימנא,noun sg. emphatic
lmh,"Masekhet: 71001, Page: 003, Side: 1, Line: 18, Word: 1",c,,,,,למה,c
ly;,"Masekhet: 71001, Page: 003, Side: 1, Line: 18, Word: 2",p02,,,,,לי;,p02
"^""dtxlt""","Masekhet: 71001, Page: 003, Side: 1, Line: 18, Word: 3",No data,,,,,דתחלת,No data
)wrt),"Masekhet: 71001, Page: 003, Side: 1, Line: 18, Word: 4",noun sg. emphatic,,,,,אורתא,noun sg. emphatic
hw)^;,"Masekhet: 71001, Page: 003, Side: 1, Line: 18, Word: 5",P01,,,,,הוא;,P01
w)y,"Masekhet: 71001, Page: 003, Side: 1, Line: 19, Word: 0",c,c,,,,ואי,c | c
"""swP","Masekhet: 71001, Page: 003, Side: 1, Line: 19, Word: 1",No data,,,,,סוף,No data
"m$mrwt""","Masekhet: 71001, Page: 003, Side: 1, Line: 19, Word: 2",No data,,,,,משמרות,No data
q),"Masekhet: 71001, Page: 003, Side: 1, Line: 19, Word: 3",a,,,,,קא,a
x$yb;,"Masekhet: 71001, Page: 003, Side: 1, Line: 19, Word: 4",verb G,,,,,חשיב;,verb G
symn),"Masekhet: 71001, Page: 003, Side: 1, Line: 19, Word: 5",noun sg. emphatic,,,,,סימנא,noun sg. emphatic
^lmh^,"Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 0",c,,,,,למה,c
ly;,"Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 1",p02,,,,,לי;,p02
^cpr),"Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 2",noun sg. emphatic,,,,,צפרא,noun sg. emphatic
hw);,"Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 3",P01,,,,,הוא;,P01
)l)^,"Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 4",c,,,,,אלא,c
ky,"Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 5",c,,,,,כי,c
q),"Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 6",a,,,,,קא,a
x$yb,"Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 7",verb G,,,,,חשיב,verb G
"""swP","Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 8",No data,,,,,סוף,No data
m$mrt,"Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 9",No data,,,,,משמרת,No data
"r)$wnh""","Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 10",No data,,,,,ראשונה,No data
{{bswp)}},"Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 11",p02,noun sg. emphatic,,,,בסופא,p02 | noun sg. emphatic
"""w)mc(yt""","Masekhet: 71001, Page: 003, Side: 1, Line: 20, Word: 12",No data,,,,,ואמצעית,No data
d)mc(yt),"Masekhet: 71001, Page: 003, Side: 1, Line: 22, Word: 0",p,noun sg. emphatic,,,,דאמצעיתא,p | noun sg. emphatic
..;,"Masekhet: 71001, Page: 003, Side: 1, Line: 22, Word: 1",No data,,,,,;,No data
kwlhw,"Masekhet: 71001, Page: 003, Side: 1, Line: 23, Word: 0",noun sg. emphatic,,,,,כולהו,noun sg. emphatic
"""swP","Masekhet: 71001, Page: 003, Side: 1, Line: 23, Word: 1",No data,,,,,סוף,No data
"m$mrwt""","Masekhet: 71001, Page: 003, Side: 1, Line: 23, Word: 2",No data,,,,,משמרות,No data
q),"Masekhet: 71001, Page: 003, Side: 1, Line: 23, Word: 3",a,,,,,קא,a
x$yb;,"Masekhet: 71001, Page: 003, Side: 1, Line: 23, Word: 4",verb G,,,,,חשיב;,verb G
wky,"Masekhet: 71001, Page: 003, Side: 1, Line: 23, Word: 5",c,c,,,,וכי,c | c
tym),"Masekhet: 71001, Page: 003, Side: 1, Line: 23, Word: 6",verb G,,,,,תימא,verb G
""")xrwnh""","Masekhet: 71001, Page: 003, Side: 1, Line: 23, Word: 7",No data,,,,,אחרונה,No data
symn),"Masekhet: 71001, Page: 003, Side: 1, Line: 23, Word: 8",noun sg. emphatic,,,,,סימנא,noun sg. emphatic
lmh,"Masekhet: 71001, Page: 003, Side: 1, Line: 24, Word: 0",c,,,,,למה,c
ly;,"Masekhet: 71001, Page: 003, Side: 1, Line: 24, Word: 1",p02,,,,,לי;,p02
npq),"Masekhet: 71001, Page: 003, Side: 1, Line: 24, Word: 2",verb G,,,,,נפקא,verb G
mynh,"Masekhet: 71001, Page: 003, Side: 1, Line: 24, Word: 3",p02,,,,,מינה,p02
lm)N,"Masekhet: 71001, Page: 003, Side: 1, Line: 24, Word: 4",p03,P01,,,,למאן,p03 | P01
dgny,"Masekhet: 71001, Page: 003, Side: 1, Line: 24, Word: 5",c,verb G,,,,דגני,c | verb G
"""bbyt","Masekhet: 71001, Page: 003, Side: 1, Line: 25, Word: 0",No data,,,,,בבית,No data
")pl"";","Masekhet: 71001, Page: 003, Side: 1, Line: 25, Word: 1",No data,,,,,אפל;,No data
dky,"Masekhet: 71001, Page: 003, Side: 1, Line: 25, Word: 2",c,c,,,,דכי,c | c
xzy,"Masekhet: 71001, Page: 003, Side: 1, Line: 25, Word: 3",verb G,,,,,חזי,verb G
w$m(,"Masekhet: 71001, Page: 003, Side: 1, Line: 25, Word: 4",c,verb G,,,,ושמע,c | verb G
ky,"Masekhet: 71001, Page: 003, Side: 1, Line: 26, Word: 0",p01,,,,,כי,p01
hny,"Masekhet: 71001, Page: 003, Side: 1, Line: 26, Word: 1",P01,,,,,הני,P01
symny,"Masekhet: 71001, Page: 003, Side: 1, Line: 26, Word: 2",noun pl. emphatic,,,,,סימני,noun pl. emphatic
lyd(,"Masekhet: 71001, Page: 003, Side: 1, Line: 26, Word: 3",verb G,,,,,לידע,verb G
dmT),"Masekhet: 71001, Page: 003, Side: 1, Line: 26, Word: 4",c,verb G,,,,דמטא,c | verb G
"""zmN","Masekhet: 71001, Page: 003, Side: 1, Line: 26, Word: 5",No data,,,,,זמן,No data
qryt,"Masekhet: 71001, Page: 003, Side: 1, Line: 26, Word: 6",No data,,,,,קרית,No data
"$m(""","Masekhet: 71001, Page: 003, Side: 1, Line: 26, Word: 7",No data,,,,,שמע,No data
wlyqwM,"Masekhet: 71001, Page: 003, Side: 1, Line: 27, Word: 0",c,verb G,,,,וליקום,c | verb G
wlyqry,"Masekhet: 71001, Page: 003, Side: 1, Line: 27, Word: 1",c,verb G,,,,וליקרי,c | verb G
typwq,"Masekhet: 71001, Page: 003, Side: 1, Line: 50, Word: 0",verb G,,,,,תיפוק,verb G
ly,"Masekhet: 71001, Page: 003, Side: 1, Line: 50, Word: 1",p02,,,,,לי,p02
m$wM,"Masekhet: 71001, Page: 003, Side: 1, Line: 50, Word: 2",p01,,,,,משום,p01
"""mpwlt"";","Masekhet: 71001, Page: 003, Side: 1, Line: 50, Word: 3",No data,,,,,מפולת;,No data
bxdty;,"Masekhet: 71001, Page: 003, Side: 2, Line: 01, Word: 0",p02,A05,,,,בחדתי;,p02 | A05
wtypwq,"Masekhet: 71001, Page: 003, Side: 2, Line: 01, Word: 1",c,verb G,,,,ותיפוק,c | verb G
ly,"Masekhet: 71001, Page: 003, Side: 2, Line: 01, Word: 2",p02,,,,,לי,p02
m$wM,"Masekhet: 71001, Page: 003, Side: 2, Line: 01, Word: 3",p01,,,,,משום,p01
"""mzyqyN"";","Masekhet: 71001, Page: 003, Side: 2, Line: 01, Word: 4",No data,,,,,מזיקין;,No data
btry;,"Masekhet: 71001, Page: 003, Side: 2, Line: 01, Word: 5",p02,n02,,,,בתרי;,p02 | n02
)y,"Masekhet: 71001, Page: 003, Side: 2, Line: 01, Word: 6",c,,,,,אי,c
btry,"Masekhet: 71001, Page: 003, Side: 2, Line: 01, Word: 7",p02,n02,,,,בתרי,p02 | n02
"""x$d""","Masekhet: 71001, Page: 003, Side: 2, Line: 01, Word: 8",No data,,,,,חשד,No data
nmy,"Masekhet: 71001, Page: 003, Side: 2, Line: 02, Word: 0",a,,,,,נמי,a
lyk);,"Masekhet: 71001, Page: 003, Side: 2, Line: 02, Word: 1",a,,,,,ליכא;,a
btry,"Masekhet: 71001, Page: 003, Side: 2, Line: 02, Word: 2",p02,n02,,,,בתרי,p02 | n02
wprycy;,"Masekhet: 71001, Page: 003, Side: 2, Line: 02, Word: 3",c,A05,,,,ופריצי;,c | A05
wtypwq,"Masekhet: 71001, Page: 003, Side: 2, Line: 03, Word: 0",c,verb G,,,,ותיפוק,c | verb G
ly,"Masekhet: 71001, Page: 003, Side: 2, Line: 03, Word: 1",p02,,,,,לי,p02
m$wM,"Masekhet: 71001, Page: 003, Side: 2, Line: 03, Word: 2",p01,,,,,משום,p01
"""x$d","Masekhet: 71001, Page: 003, Side: 2, Line: 03, Word: 3",No data,,,,,חשד,No data
"nzyqyN"";","Masekhet: 71001, Page: 003, Side: 2, Line: 03, Word: 4",No data,,,,,נזיקין;,No data
btry,"Masekhet: 71001, Page: 003, Side: 2, Line: 03, Word: 5",p02,n02,,,,בתרי,p02 | n02
wk$ry,"Masekhet: 71001, Page: 003, Side: 2, Line: 03, Word: 6",c,A05,,,,וכשרי,c | A05
wtypwq,"Masekhet: 71001, Page: 003, Side: 2, Line: 04, Word: 0",c,verb G,,,,ותיפוק,c | verb G
ly,"Masekhet: 71001, Page: 003, Side: 2, Line: 04, Word: 1",p02,,,,,לי,p02
m$wM,"Masekhet: 71001, Page: 003, Side: 2, Line: 04, Word: 2",p01,,,,,משום,p01
"""mpwlt"";","Masekhet: 71001, Page: 003, Side: 2, Line: 04, Word: 3",No data,,,,,מפולת;,No data
bxdty;,"Masekhet: 71001, Page: 003, Side: 2, Line: 04, Word: 4",p02,A03,,,,בחדתי;,p02 | A03
wtypwq,"Masekhet: 71001, Page: 003, Side: 2, Line: 04, Word: 5",c,verb G,,,,ותיפוק,c | verb G
ly,"Masekhet: 71001, Page: 003, Side: 2, Line: 04, Word: 6",p02,,,,,לי,p02
m$wM,"Masekhet: 71001, Page: 003, Side: 2, Line: 04, Word: 7",p01,,,,,משום,p01
"""x$d"";","Masekhet: 71001, Page: 003, Side: 2, Line: 04, Word: 8",No data,,,,,חשד;,No data
btry,"Masekhet: 71001, Page: 003, Side: 2, Line: 05, Word: 0",p02,n02,,,,בתרי,p02 | n02
^wk$yry^;,"Masekhet: 71001, Page: 003, Side: 2, Line: 05, Word: 1",c,A05,,,,וכשירי;,c | A05
)y,"Masekhet: 71001, Page: 003, Side: 2, Line: 05, Word: 2",c,,,,,אי,c
btry,"Masekhet: 71001, Page: 003, Side: 2, Line: 05, Word: 3",p02,n02,,,,בתרי,p02 | n02
"""mzyqyN""","Masekhet: 71001, Page: 003, Side: 2, Line: 05, Word: 4",No data,,,,,מזיקין,No data
nmy,"Masekhet: 71001, Page: 003, Side: 2, Line: 06, Word: 0",a,,,,,נמי,a
lyk);,"Masekhet: 71001, Page: 003, Side: 2, Line: 06, Word: 1",a,,,,,ליכא;,a
"""bmqwmN""","Masekhet: 71001, Page: 003, Side: 2, Line: 06, Word: 2",No data,,,,,במקומן,No data
xyy$ynN;,"Masekhet: 71001, Page: 003, Side: 2, Line: 06, Word: 3",verb G,,,,,חיישינן;,verb G
w)yb(y',"Masekhet: 71001, Page: 003, Side: 2, Line: 06, Word: 4",c,verb G,,,,ואיבעי',c | verb G
)ym',"Masekhet: 71001, Page: 003, Side: 2, Line: 06, Word: 5",verb G,,,,,אימ',verb G
"""bxwrbh""","Masekhet: 71001, Page: 003, Side: 2, Line: 06, Word: 6",No data,,,,,בחורבה,No data
xdt',"Masekhet: 71001, Page: 003, Side: 2, Line: 07, Word: 0",A01,,,,,חדת',A01
?dqyym),"Masekhet: 71001, Page: 003, Side: 2, Line: 07, Word: 1",c,verb G,,,,דקיימא,c | verb G
bdbr);,"Masekhet: 71001, Page: 003, Side: 2, Line: 07, Word: 2",p02,noun sg. emphatic,,,,בדברא;,p02 | noun sg. emphatic
dhtM?,"Masekhet: 71001, Page: 003, Side: 2, Line: 07, Word: 3",p,a,,,,דהתם,p | a
m$wM,"Masekhet: 71001, Page: 003, Side: 2, Line: 07, Word: 4",p01,,,,,משום,p01
"""x$d""","Masekhet: 71001, Page: 003, Side: 2, Line: 07, Word: 5",No data,,,,,חשד,No data
lyk);,"Masekhet: 71001, Page: 003, Side: 2, Line: 08, Word: 0",a,,,,,ליכא;,a
"""d)$h""","Masekhet: 71001, Page: 003, Side: 2, Line: 08, Word: 1",No data,,,,,דאשה,No data
bdbr),"Masekhet: 71001, Page: 003, Side: 2, Line: 08, Word: 2",p02,noun sg. emphatic,,,,בדברא,p02 | noun sg. emphatic
l),"Masekhet: 71001, Page: 003, Side: 2, Line: 08, Word: 3",a,,,,,לא,a
$kyx);,"Masekhet: 71001, Page: 003, Side: 2, Line: 08, Word: 4",A01,,,,,שכיחא;,A01
"""wmpwl'""","Masekhet: 71001, Page: 003, Side: 2, Line: 08, Word: 5",No data,,,,,ומפול',No data
n?my?,"Masekhet: 71001, Page: 003, Side: 2, Line: 08, Word: 6",a,,,,,נמי,a
l),"Masekhet: 71001, Page: 003, Side: 2, Line: 08, Word: 7",a,,,,,לא,a
$kyx;,"Masekhet: 71001, Page: 003, Side: 2, Line: 08, Word: 8",A01,,,,,שכיח;,A01
wm$wM,"Masekhet: 71001, Page: 003, Side: 2, Line: 09, Word: 0",c,p01,,,,ומשום,c | p01
"""mzyqyN""","Masekhet: 71001, Page: 003, Side: 2, Line: 09, Word: 1",No data,,,,,מזיקין,No data
)yk);,"Masekhet: 71001, Page: 003, Side: 2, Line: 09, Word: 2",a,,,,,איכא;,a
$yt,"Masekhet: 71001, Page: 003, Side: 2, Line: 22, Word: 0",n01,,,,,שית,n01
dlyly),"Masekhet: 71001, Page: 003, Side: 2, Line: 22, Word: 1",p,noun sg. emphatic,,,,דליליא,p | noun sg. emphatic
wtrty,"Masekhet: 71001, Page: 003, Side: 2, Line: 22, Word: 2",c,n02,,,,ותרתי,c | n02
dymm),"Masekhet: 71001, Page: 003, Side: 2, Line: 22, Word: 3",p,N,,,,דיממא,p | N
try,"Masekhet: 71001, Page: 003, Side: 2, Line: 22, Word: 4",n02,,,,,תרי,n02
"""m$mrwt""","Masekhet: 71001, Page: 003, Side: 2, Line: 22, Word: 5",No data,,,,,משמרות,No data
hwyyN;,"Masekhet: 71001, Page: 003, Side: 2, Line: 22, Word: 6",verb G,,,,,הויין;,verb G
"""m$mrh""","Masekhet: 71001, Page: 003, Side: 2, Line: 23, Word: 0",No data,,,,,משמרה,No data
wplg',"Masekhet: 71001, Page: 003, Side: 2, Line: 23, Word: 1",c,noun sg. emphatic,,,,ופלג',c | noun sg. emphatic
nmy,"Masekhet: 71001, Page: 003, Side: 2, Line: 23, Word: 2",a,,,,,נמי,a
try,"Masekhet: 71001, Page: 003, Side: 2, Line: 23, Word: 3",n02,,,,,תרי,n02
"""m$mrwt""","Masekhet: 71001, Page: 003, Side: 2, Line: 23, Word: 4",No data,,,,,משמרות,No data
qry,"Masekhet: 71001, Page: 003, Side: 2, Line: 23, Word: 5",verb G,,,,,קרי,verb G
lhw;,"Masekhet: 71001, Page: 003, Side: 2, Line: 23, Word: 6",p,,,,,להו;,p
m$wM,"Masekhet: 71001, Page: 003, Side: 2, Line: 23, Word: 7",p01,,,,,משום,p01
dxly$,"Masekhet: 71001, Page: 003, Side: 2, Line: 23, Word: 8",c,verb G,,,,דחליש,c | verb G
d(tyh,"Masekhet: 71001, Page: 003, Side: 2, Line: 23, Word: 9",noun sg. emphatic,,,,,דעתיה,noun sg. emphatic
)bl,"Masekhet: 71001, Page: 003, Side: 2, Line: 23, Word: 10",No data,,,,,אבל,No data
bmyly,"Masekhet: 71001, Page: 003, Side: 2, Line: 25, Word: 0",p02,noun pl. emphatic,,,,במילי,p02 | noun pl. emphatic
d(lm',"Masekhet: 71001, Page: 003, Side: 2, Line: 25, Word: 1",p,,,,,דעלמ',p
l);,"Masekhet: 71001, Page: 003, Side: 2, Line: 25, Word: 2",a,,,,,לא;,a
w)yk),"Masekhet: 71001, Page: 003, Side: 2, Line: 26, Word: 0",c,a,,,,ואיכא,c | a
d)mry;,"Masekhet: 71001, Page: 003, Side: 2, Line: 26, Word: 1",c,verb G,,,,דאמרי;,c | verb G
wl),"Masekhet: 71001, Page: 003, Side: 2, Line: 26, Word: 2",c,a,,,,ולא,c | a
myb(y),"Masekhet: 71001, Page: 003, Side: 2, Line: 26, Word: 3",verb Gt,,,,,מיבעיא,verb Gt
myly,"Masekhet: 71001, Page: 003, Side: 2, Line: 26, Word: 4",noun pl. emphatic,,,,,מילי,noun pl. emphatic
d(lm),"Masekhet: 71001, Page: 003, Side: 2, Line: 26, Word: 5",p,,,,,דעלמא,p
wdwd,"Masekhet: 71001, Page: 003, Side: 2, Line: 27, Word: 0",c,,,,,ודוד,c
"""bxcwt","Masekhet: 71001, Page: 003, Side: 2, Line: 27, Word: 1",No data,,,,,בחצות,No data
"lylh""","Masekhet: 71001, Page: 003, Side: 2, Line: 27, Word: 2",No data,,,,,לילה,No data
hwh,"Masekhet: 71001, Page: 003, Side: 2, Line: 27, Word: 3",verb G,,,,,הוה,verb G
q)y;,"Masekhet: 71001, Page: 003, Side: 2, Line: 27, Word: 4",verb G,,,,,קאי;,verb G
dwd,"Masekhet: 71001, Page: 003, Side: 2, Line: 27, Word: 5",No data,,,,,דוד,No data
m)wrt),"Masekhet: 71001, Page: 003, Side: 2, Line: 27, Word: 6",p,noun sg. emphatic,,,,מאורתא,p | noun sg. emphatic
hwh,"Masekhet: 71001, Page: 003, Side: 2, Line: 27, Word: 7",verb G,,,,,הוה,verb G
q)y;,"Masekhet: 71001, Page: 003, Side: 2, Line: 27, Word: 8",verb G,,,,,קאי;,verb G
wm)y,"Masekhet: 71001, Page: 003, Side: 2, Line: 28, Word: 0",c,P01,,,,ומאי,c | P01
m$m(,"Masekhet: 71001, Page: 003, Side: 2, Line: 28, Word: 1",verb C,,,,,משמע,verb C
dh)y,"Masekhet: 71001, Page: 003, Side: 2, Line: 28, Word: 2",c,P01,,,,דהאי,c | P01
"""n$P""","Masekhet: 71001, Page: 003, Side: 2, Line: 28, Word: 3",No data,,,,,נשף,No data
)wr?t?),"Masekhet: 71001, Page: 003, Side: 2, Line: 28, Word: 4",noun sg. emphatic,,,,,אורתא,noun sg. emphatic
h?w?);,"Masekhet: 71001, Page: 003, Side: 2, Line: 28, Word: 5",P01,,,,,הוא;,P01
"""wn$P""","Masekhet: 71001, Page: 003, Side: 2, Line: 32, Word: 0",No data,,,,,ונשף,No data
)wrt),"Masekhet: 71001, Page: 003, Side: 2, Line: 32, Word: 1",noun sg. emphatic,,,,,אורתא,noun sg. emphatic
hw);,"Masekhet: 71001, Page: 003, Side: 2, Line: 32, Word: 2",P01,,,,,הוא;,P01
"""n$P""","Masekhet: 71001, Page: 003, Side: 2, Line: 32, Word: 3",No data,,,,,נשף,No data
cprh,"Masekhet: 71001, Page: 003, Side: 2, Line: 33, Word: 0",noun sg. emphatic,,,,,צפרה,noun sg. emphatic
hw);,"Masekhet: 71001, Page: 003, Side: 2, Line: 33, Word: 1",P01,,,,,הוא;,P01
^m)y,"Masekhet: 71001, Page: 003, Side: 2, Line: 33, Word: 2",P01,,,,,מאי,P01
l)w^,"Masekhet: 71001, Page: 003, Side: 2, Line: 33, Word: 3",a,,,,,לאו,a
^mcpr?)?,"Masekhet: 71001, Page: 003, Side: 2, Line: 34, Word: 0",p,noun sg. emphatic,,,,מצפרא,p | noun sg. emphatic
dh?)yd?n),"Masekhet: 71001, Page: 003, Side: 2, Line: 34, Word: 1",p,a,,,,דהאידנא,p | a
(d,"Masekhet: 71001, Page: 003, Side: 2, Line: 34, Word: 2",p01,,,,,עד,p01
)wrt),"Masekhet: 71001, Page: 003, Side: 2, Line: 34, Word: 3",noun sg. emphatic,,,,,אורתא,noun sg. emphatic
dlmxr;,"Masekhet: 71001, Page: 003, Side: 2, Line: 34, Word: 4",p,X,,,,דלמחר;,p | X
l);,"Masekhet: 71001, Page: 003, Side: 2, Line: 34, Word: 5",a,,,,,לא;,a
m)wrt',"Masekhet: 71001, Page: 003, Side: 2, Line: 34, Word: 6",noun sg. emphatic,,,,,מאורת',noun sg. emphatic
dh)ydn),"Masekhet: 71001, Page: 003, Side: 2, Line: 34, Word: 7",p,a,,,,דהאידנא,p | a
w(d,"Masekhet: 71001, Page: 003, Side: 2, Line: 34, Word: 8",c,p01,,,,ועד,c | p01
)wrt),"Masekhet: 71001, Page: 003, Side: 2, Line: 34, Word: 9",noun sg. emphatic,,,,,אורתא,noun sg. emphatic
dlmxr;?,"Masekhet: 71001, Page: 003, Side: 2, Line: 34, Word: 10",p,,,,,דלמחר;,p
try,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 0",n02,,,,,תרי,n02
n$py,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 1",noun pl. emphatic,,,,,נשפי,noun pl. emphatic
hww;,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 2",verb G,,,,,הוו;,verb G
n$?P,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 3",verb G,,,,,נשף,verb G
<ym#10#>m?),"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 4",N,,,,,יממא,N
)t),"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 5",verb G,,,,,אתא,verb G
lyly);,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 6",noun sg. emphatic,,,,,ליליא;,noun sg. emphatic
n$P,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 7",verb G,,,,,נשף,verb G
lyly),"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 8",noun sg. emphatic,,,,,ליליא,noun sg. emphatic
)t),"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 9",verb G,,,,,אתא,verb G
ymm);,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 10",N,,,,,יממא;,N
)w,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 11",c,,,,,או,c
)y,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 12",c,,,,,אי,c
kty',"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 13",verb G,,,,,כתי',verb G
hky,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 14",X,,,,,הכי,X
hw?y?,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 15",verb G,,,,,הוי,verb G
)myn),"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 16",verb G,,,,,אמינא,verb G
m<)w>?r?t),"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 17",p,noun sg. emphatic,,,,מאורתא,p | noun sg. emphatic
?d?h)ydn),"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 18",p,a,,,,דהאידנא,p | a
w(?d?,"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 19",c,p01,,,,ועד,c | p01
)wrt),"Masekhet: 71001, Page: 003, Side: 2, Line: 35, Word: 20",noun sg. emphatic,,,,,אורתא,noun sg. emphatic
