text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
"""swd","Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 9",No data,,,,,,,,,סוד,None,No data,,23.98480797695953,16,,54
h',"Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 10",No data,,,,,,,,,ה',None,No data,,23.98480797695953,16,,54
lyry)yw,"Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 11",No data,,,,,,,,,ליריאיו,None,No data,,23.98480797695953,16,,54
wbrytw,"Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 12",No data,,,,,,,,,ובריתו,None,No data,,23.98480797695953,16,,54
"lhwdy(M""","Masekhet: 5330025, Page: 16, Side: c, Line: 54, Word: 13",No data,,,,,,,,,להודיעם,None,No data,,23.98480797695953,16,,54
mtnyt',"Masekhet: 5330025, Page: 16, Side: c, Line: 60, Word: 0",noun sg. emphatic,,,,,tannaitic tradition,,,,מתנית',mtny,noun sg. emphatic,tannaitic tradition,0.3614416357815745,16,,60
)mrh,"Masekhet: 5330025, Page: 16, Side: c, Line: 60, Word: 1",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרה,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,16,,60
kN,"Masekhet: 5330025, Page: 16, Side: c, Line: 60, Word: 2",a01 C,,,,,"thus, so",,,,כן,kn,a01 (h)aphel,"thus, so",0.489954217392801,16,,60
mh,"Masekhet: 5330025, Page: 16, Side: c, Line: 61, Word: 0",P01 C,,,,,what?,,,,מה,mh,preposition independent (h)aphel,what?,0.6574795469931498,16,,61
)t,"Masekhet: 5330025, Page: 16, Side: c, Line: 61, Word: 1",R,,,,,you (m.),,,,את,)t )t P01 C,R,you (m.),0.34881986437332907,16,,61
$m(,"Masekhet: 5330025, Page: 16, Side: c, Line: 61, Word: 2",verb G,,,,,to hear (w. d.o. or,) something,to listen,,שמע,$m(,verb peal,to hear (w. d.o. or | ) something | to listen,0.4142235889433282,16,,61
mynh,"Masekhet: 5330025, Page: 16, Side: c, Line: 61, Word: 3",p02 C,,,,,from,,,,מינה,mn,preposition with pronominal suffix (h)aphel,from,1.6362405480143658,16,,61
)tyy),"Masekhet: 5330025, Page: 16, Side: d, Line: 04, Word: 0",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,אתייא,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting,0.7561588507303416,16,,04
krbnN,"Masekhet: 5330025, Page: 16, Side: d, Line: 04, Word: 1",p02,noun pl. emphatic,,,,like,chief; teacher,,,כרבנן,rb,preposition with pronominal suffix | noun pl. emphatic,like | chief; teacher,1.192183681197003,16,,04
dtmN,"Masekhet: 5330025, Page: 16, Side: d, Line: 04, Word: 2",p,X,,,,there,,,,דתמן,tmn tmn a01 C,preposition | X,there,0.33275579167192576,16,,04
dmr,"Masekhet: 5330025, Page: 16, Side: d, Line: 04, Word: 3",verb G,c,,,,to say,to command,to think,idiomatic and special usages:,דמר,d_ d_ c,verb peal | conjunction,to say | to command | to think | idiomatic and special usages:,1.2495553694163004,16,,04
r',"Masekhet: 5330025, Page: 16, Side: d, Line: 05, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,16,,05
hyl),"Masekhet: 5330025, Page: 16, Side: d, Line: 05, Word: 1",PN Personal name,,,,,,,,,הילא,hyl),proper name Personal name,,0.01606407270140331,16,,05
tnyy,"Masekhet: 5330025, Page: 16, Side: d, Line: 05, Word: 2",verb G,,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תניי,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]",0.5679797133710456,16,,05
tmN,"Masekhet: 5330025, Page: 16, Side: d, Line: 05, Word: 3",X,,,,,there,,,,תמן,tmn tmn a01 C,X,there,0.33275579167192576,16,,05
)py',"Masekhet: 5330025, Page: 16, Side: d, Line: 08, Word: 0",c,,,,,"even if , even",,,,אפי',)pylw,conjunction,"even if , even",0.08261523103578847,16,,08
krbnN,"Masekhet: 5330025, Page: 16, Side: d, Line: 08, Word: 1",p02,noun pl. emphatic,,,,like,chief; teacher,,,כרבנן,rb,preposition with pronominal suffix | noun pl. emphatic,like | chief; teacher,1.192183681197003,16,,08
dhk),"Masekhet: 5330025, Page: 16, Side: d, Line: 08, Word: 2",p,a01 C,,,,here,,,,דהכא,hkh,preposition | a01 (h)aphel,here,0.23981365675666372,16,,08
)ty),"Masekhet: 5330025, Page: 16, Side: d, Line: 08, Word: 3",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,אתיא,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting,0.7561588507303416,16,,08
hy),"Masekhet: 5330025, Page: 16, Side: d, Line: 08, Word: 4",P01 C,,,,,she,,,,היא,hy),preposition independent (h)aphel,she,0.36717880460350427,16,,08
mh{,"Masekhet: 5330025, Page: 16, Side: d, Line: 12, Word: 0",P01,,,,,what?,,,,מה{,mh,preposition independent,what?,0.6574795469931498,16,,12
w plyg,"Masekhet: 5330025, Page: 16, Side: d, Line: 12, Word: 1",verb G,c,,,,to divide (trans.),to be in the middle,"to be distinctive, outstanding","to be halved, become divided",ו פליג,w_,verb peal | conjunction,"to divide (trans.) | to be in the middle | to be distinctive, outstanding | to be halved, become divided",5.046413695769412,16,,12
bgyN,"Masekhet: 5330025, Page: 16, Side: d, Line: 12, Word: 2",c,,,,,"because, since",,,,בגין,bgyn,conjunction,"because, since",0.17096763089350667,16,,12
dhwwN,"Masekhet: 5330025, Page: 16, Side: d, Line: 12, Word: 3",c,verb G,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,דהוון,hwy,conjunction | verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:",1.5777214260306822,16,,12
(syqyN,"Masekhet: 5330025, Page: 16, Side: d, Line: 12, Word: 4",verb G,,,,,to be difficult,to be occupied with (,"), attend to something",,עסיקין,(sq,verb peal,"to be difficult | to be occupied with ( | ), attend to something",0.021801241523333067,16,,12
"""bcrwt""","Masekhet: 5330025, Page: 16, Side: d, Line: 12, Word: 5",No data,,,,,,,,,בצרות,None,No data,,23.98480797695953,16,,12
l),"Masekhet: 5330025, Page: 16, Side: d, Line: 12, Word: 6",a01 C,,,,,"no, not",,,,לא,l),a01 (h)aphel,"no, not",1.3195488290438433,16,,12
)dkrwN,"Masekhet: 5330025, Page: 16, Side: d, Line: 13, Word: 0",verb C,,,,,to recall,to remind,,,אדכרון,dkr,verb (h)aphel,to recall | to remind,0.022948675287719017,16,,13
"""grw$wt""","Masekhet: 5330025, Page: 16, Side: d, Line: 13, Word: 1",No data,,,,,,,,,גרושות,None,No data,,23.98480797695953,16,,13
r',"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,16,,24
xyyh,"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 1",PN Personal name,,,,,,,,,חייה,xyyh,proper name Personal name,,0.22030728276210254,16,,24
br,"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 2",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son,0.7733703571961309,16,,24
ywsP,"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 3",PN Personal name,,,,,,,,,יוסף,ywsP,proper name Personal name,,0.01262177140824546,16,,24
$lx,"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 4",verb G,,,,,"to send (something or someone, but see note)","to send word; order, summon","to put out, begin use of",p.p. : to appear out of nowhere(?),שלח,$lx,verb peal,"to send (something or someone, but see note) | to send word; order, summon | to put out, begin use of | p.p. : to appear out of nowhere(?)",0.11933311149613889,16,,24
^btr^,"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 5",p01 C,,,,,after,,,,בתר,btr,preposition independent (h)aphel,after,0.08491009856456036,16,,24
)yttyh,"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 6",N,,,,,"woman, wife",,,,איתתיה,)yth )yth noun sg. emphatic,noun,"woman, wife",0.02868584410964877,16,,24
)m',"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 7",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,16,,24
ysqwN,"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 8",verb G,,,,,to go up,to result,to travel,idioms:,יסקון,slq,verb peal,to go up | to result | to travel | idioms:,0.2409610905210497,16,,24
(mh,"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 9",noun sg. emphatic,,,,,people,,,,עמה,(m,noun sg. emphatic,people,0.23751878922789182,16,,24
tlt,"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 10",n01 C,,,,,three,,,,תלת,tlt,numeral singular absolute or construct (h)aphel,three,0.10556390632350747,16,,24
tlmydyN,"Masekhet: 5330025, Page: 16, Side: d, Line: 24, Word: 11",noun pl. absolute,,,,,student,,,,תלמידין,tlmyd,noun pl. absolute,student,0.10441647255912154,16,,24
r',"Masekhet: 5330025, Page: 16, Side: d, Line: 38, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,16,,38
zbdyh,"Masekhet: 5330025, Page: 16, Side: d, Line: 38, Word: 1",PN Personal name,,,,,,,,,זבדיה,zbdyh,proper name Personal name,,0.0011474337643859508,16,,38
xtnyh,"Masekhet: 5330025, Page: 16, Side: d, Line: 38, Word: 2",noun sg. emphatic,,,,,bridegroom,,,,חתניה,xtn,noun sg. emphatic,bridegroom,0.017211506465789263,16,,38
dr',"Masekhet: 5330025, Page: 16, Side: d, Line: 38, Word: 3",p,N,,,,chief; teacher,,,,דר',rby#2 rby#2 noun sg. abs. or construct,preposition | noun,chief; teacher,4.462369909696963,16,,38
lwy,"Masekhet: 5330025, Page: 16, Side: d, Line: 38, Word: 4",PN Personal name,,,,,,,,,לוי,lwy,proper name Personal name,,0.11818567773175294,16,,38
hwh,"Masekhet: 5330025, Page: 16, Side: d, Line: 38, Word: 5",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:",1.5777214260306822,16,,38
m$t(y,"Masekhet: 5330025, Page: 16, Side: d, Line: 38, Word: 6",verb Dt,,,,,to narrate a story (false or otherwise!),"to play, sport",,,משתעי,$(y,verb ethpaal,"to narrate a story (false or otherwise!) | to play, sport",0.01606407270140331,16,,38
