text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
kl )ymt,"Masekhet: 5330020, Page: 63, Side: d, Line: 48, Word: 2",c,noun sg. abs. or construct,,,,"when, whenever","all, every",,,כל אימת,kl,conjunction | noun sg. abs. or construct,"when, whenever | all, every",0.4348773967022754,63,,48
l),"Masekhet: 5330020, Page: 63, Side: d, Line: 48, Word: 3",a01 C,,,,,"no, not",,,,לא,l),a01 (h)aphel,"no, not",1.3195488290438433,63,,48
b(y,"Masekhet: 5330020, Page: 63, Side: d, Line: 48, Word: 4",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require",0.4991336875078886,63,,48
br n$),"Masekhet: 5330020, Page: 63, Side: d, Line: 48, Word: 5",N,,,,,"human, person",,,,בר נשא,brn$ brn$ noun sg. emphatic,noun,"human, person",0.010326903879473558,63,,48
yyxwt,"Masekhet: 5330020, Page: 63, Side: d, Line: 48, Word: 6",verb G,,,,,"to descend, go down physically",fig.,to go inward,as a co-verb: to do something while descending or penetrating,ייחות,nxt,verb peal,"to descend, go down physically | fig. | to go inward | as a co-verb: to do something while descending or penetrating",0.10900620761666532,63,,48
myTr),"Masekhet: 5330020, Page: 63, Side: d, Line: 48, Word: 7",noun sg. emphatic,,,,,rain,,,,מיטרא,mTr,noun sg. emphatic,rain,0.034423012931578525,63,,48
kl )ymt,"Masekhet: 5330020, Page: 63, Side: d, Line: 48, Word: 8",c,noun sg. abs. or construct,,,,"when, whenever","all, every",,,כל אימת,kl,conjunction | noun sg. abs. or construct,"when, whenever | all, every",0.4348773967022754,63,,48
)ystlq,"Masekhet: 5330020, Page: 63, Side: d, Line: 60, Word: 0",verb Dt,,,,,to rise into the sky,"to go away, to withdraw, to depart",,,איסתלק,slq,verb ethpaal,"to rise into the sky | to go away, to withdraw, to depart",0.2409610905210497,63,,60
r',"Masekhet: 5330020, Page: 63, Side: d, Line: 60, Word: 1",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,63,,60
ly(zr,"Masekhet: 5330020, Page: 63, Side: d, Line: 60, Word: 2",PN Personal name,,,,,,,,,ליעזר,ly(zr,proper name Personal name,,0.03327557916719257,63,,60
xd,"Masekhet: 5330020, Page: 64, Side: a, Line: 06, Word: 0",n01 C,,,,,one,,,,חד,xd,numeral singular absolute or construct (h)aphel,one,0.8158254064784111,64,,06
br n$,"Masekhet: 5330020, Page: 64, Side: a, Line: 06, Word: 1",N,,,,,"human, person",,,,בר נש,brn$ brn$ noun sg. abs. or construct,noun,"human, person",0.19735860747438355,64,,06
hwh,"Masekhet: 5330020, Page: 64, Side: a, Line: 06, Word: 2",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:",1.5777214260306822,64,,06
)yxT),"Masekhet: 5330020, Page: 64, Side: a, Line: 06, Word: 3",verb G,,,,,to sin,w.,",",: to harm,איחטא,xTy,verb peal,"to sin | w. | , | : to harm",0.011474337643859508,64,,06
bly$nyh,"Masekhet: 5330020, Page: 64, Side: a, Line: 07, Word: 0",p02,N,,,,"in, with",tongue,,,בלישניה,ly$n ly$n noun sg. emphatic,preposition with pronominal suffix | noun,"in, with | tongue",0.013769205172631409,64,,07
)t),"Masekhet: 5330020, Page: 64, Side: a, Line: 07, Word: 1",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,אתא,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting,0.7561588507303416,64,,07
lgby,"Masekhet: 5330020, Page: 64, Side: a, Line: 07, Word: 2",p01 C,,,,,"towards, next to",,,,לגבי,lgby,preposition independent (h)aphel,"towards, next to",0.14228178678385792,64,,07
r',"Masekhet: 5330020, Page: 64, Side: a, Line: 07, Word: 3",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher,4.462369909696963,64,,07
ywxnN,"Masekhet: 5330020, Page: 64, Side: a, Line: 07, Word: 4",PN Personal name,,,,,,,,,יוחנן,ywxnN,proper name Personal name,,0.42914022788034556,64,,07
