text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings,word_percentage_yersushalmi,Page,Side,Line
dynyh,"Masekhet: 5330033, Page: 17, Side: a, Line: 22, Word: 3",noun sg. emphatic,,,,,judgment,,,,דיניה,dyn,noun sg. emphatic,judgment,0.055076820690525635,17,,22
(ymyh,"Masekhet: 5330033, Page: 17, Side: a, Line: 22, Word: 4",p02 C,,,,,with,,,,עימיה,(m,preposition with pronominal suffix (h)aphel,with,0.23751878922789182,17,,22
)m',"Masekhet: 5330033, Page: 17, Side: a, Line: 22, Word: 5",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,17,,22
lyh,"Masekhet: 5330033, Page: 17, Side: a, Line: 22, Word: 6",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,,5.087721311287306,17,,22
mylt),"Masekhet: 5330033, Page: 17, Side: a, Line: 22, Word: 7",N,,,,,"word, speech; thing",,,,מילתא,mylh mylh noun sg. emphatic,noun,"word, speech; thing",0.14228178678385792,17,,22
xd,"Masekhet: 5330033, Page: 17, Side: a, Line: 23, Word: 0",n01 C,,,,,one,,,,חד,xd,numeral singular absolute or construct (h)aphel,one,0.8158254064784111,17,,23
br n$,"Masekhet: 5330033, Page: 17, Side: a, Line: 23, Word: 1",N,,,,,"human, person",,,,בר נש,brn$ brn$ noun sg. abs. or construct,noun,"human, person",0.19735860747438355,17,,23
"""$ylx","Masekhet: 5330033, Page: 17, Side: a, Line: 23, Word: 2",No data,,,,,,,,,שילח,None,No data,,23.98480797695953,17,,23
l)rwstw,"Masekhet: 5330033, Page: 17, Side: a, Line: 23, Word: 3",No data,,,,,,,,,לארוסתו,None,No data,,23.98480797695953,17,,23
sblwnwt,"Masekhet: 5330033, Page: 17, Side: a, Line: 23, Word: 4",No data,,,,,,,,,סבלונות,None,No data,,23.98480797695953,17,,23
"mrwbyN""","Masekhet: 5330033, Page: 17, Side: a, Line: 23, Word: 5",No data,,,,,,,,,מרובין,None,No data,,23.98480797695953,17,,23
)mrw,"Masekhet: 5330033, Page: 17, Side: a, Line: 23, Word: 6",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרו,)mr,verb peal,to say | to command | to think | idiomatic and special usages:,4.212229349060825,17,,23
lyh,"Masekhet: 5330033, Page: 17, Side: a, Line: 23, Word: 7",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,,5.087721311287306,17,,23
qrybwy,"Masekhet: 5330033, Page: 17, Side: a, Line: 24, Word: 0",A05 C,,,,,near,,,,קריבוי,qryb,adjective plural determined (h)aphel,near,0.018358940230175213,17,,24
l),"Masekhet: 5330033, Page: 17, Side: a, Line: 24, Word: 1",a01 C,,,,,"no, not",,,,לא,l),a01 (h)aphel,"no, not",1.3195488290438433,17,,24
tyT(wM,"Masekhet: 5330033, Page: 17, Side: a, Line: 24, Word: 2",verb G,,,,,to taste,"to eat, dine",,,תיטעום,T(m,verb peal,"to taste | to eat, dine",0.11589081020298103,17,,24
tmN,"Masekhet: 5330033, Page: 17, Side: a, Line: 24, Word: 3",X,,,,,there,,,,תמן,tmn tmn a01 C,X,there,0.33275579167192576,17,,24
klwM,"Masekhet: 5330033, Page: 17, Side: a, Line: 24, Word: 4",P01,,,,,something,,,,כלום,klwm,preposition independent,something,0.14916638937017362,17,,24
